Source,Target,Id,Weight
0.0,408.0,0,0.8626704843277112
0.0,62.0,1,0.9044648747148635
0.0,411.0,2,0.884593529549828
0.0,33.0,3,0.9157627758203338
0.0,448.0,4,0.6582017040353663
0.0,455.0,5,0.8941594263695684
0.0,279.0,6,0.9027491771960298
0.0,77.0,7,0.8423395126344301
0.0,267.0,8,0.900774254328812
0.0,171.0,9,0.9076521456087338
0.0,320.0,10,0.9015943327286222
0.0,208.0,11,0.8939480962169003
0.0,19.0,12,0.893637383760571
0.0,20.0,13,0.9134261468802344
0.0,114.0,14,0.8953816700712215
0.0,393.0,15,0.8908624679577012
0.0,183.0,16,0.9075208942132846
0.0,501.0,17,0.8959699499552122
0.0,84.0,18,0.8978929685298435
0.0,364.0,19,0.8974584323529841
0.0,85.0,20,0.9132916095406582
0.0,472.0,21,0.8671857260340536
0.0,484.0,22,0.8922476928771643
0.0,193.0,23,0.8922319678095452
0.0,306.0,24,0.9245210470345799
1.0,32.0,25,0.7591399662452086
1.0,476.0,26,0.8385532667901285
1.0,445.0,27,0.8473027813234983
1.0,5.0,28,0.909502403289044
1.0,134.0,29,0.8518501515531335
1.0,110.0,30,0.752319332545874
1.0,136.0,31,0.8670090993565027
1.0,42.0,32,0.8819608638830357
1.0,8.0,33,0.8520850878395549
1.0,47.0,34,0.877741677451845
1.0,80.0,35,0.8691969854830051
1.0,296.0,36,0.8957102992739843
1.0,147.0,37,0.8672141910003056
1.0,429.0,38,0.8526811850065561
1.0,21.0,39,0.8748508974169313
1.0,362.0,40,0.9024823929196149
1.0,277.0,41,0.8729462604682514
1.0,472.0,42,0.851083596785521
1.0,334.0,43,0.7897387157085733
1.0,242.0,44,0.8630087681982693
1.0,193.0,45,0.8783998097396957
1.0,92.0,46,0.8840832006071766
1.0,123.0,47,0.8583084271906596
1.0,163.0,48,0.8679007720219883
1.0,306.0,49,0.858937799584306
2.0,280.0,50,0.705598746244443
2.0,410.0,51,0.8544818267689
2.0,158.0,52,0.8326875927856296
2.0,402.0,53,0.8045947191866201
2.0,413.0,54,0.8277708172972883
2.0,224.0,55,0.811223063896075
2.0,37.0,56,0.8199296860749196
2.0,38.0,57,0.8380867603361388
2.0,153.0,58,0.6771654194111638
2.0,356.0,59,0.5330623905556741
2.0,10.0,60,0.8428456948828857
2.0,79.0,61,0.5519222525771297
2.0,496.0,62,0.8335743555433137
2.0,498.0,63,0.8087576963431514
2.0,111.0,64,0.5959288828681102
2.0,51.0,65,0.8346255538767802
2.0,396.0,66,0.8082037999312538
2.0,435.0,67,0.8111847811446805
2.0,86.0,68,0.8854737708548
2.0,400.0,69,0.8006372886616571
2.0,115.0,70,0.8110533154260147
2.0,369.0,71,0.803462831491613
2.0,160.0,72,0.8062516805919531
2.0,124.0,73,0.8225721823954785
2.0,337.0,74,0.8384565160837119
3.0,444.0,75,0.8946737691254901
3.0,129.0,76,0.9295535687468662
3.0,446.0,77,0.9337092158665907
3.0,212.0,78,0.9317352543155651
3.0,131.0,79,0.9398996487645636
3.0,198.0,80,0.9358773052242149
3.0,139.0,81,0.8967251914025628
3.0,258.0,82,0.9023625645662218
3.0,259.0,83,0.9182782270410433
3.0,318.0,84,0.9257490532421886
3.0,205.0,85,0.8791216462569477
3.0,145.0,86,0.9296738641544134
3.0,235.0,87,0.9275782824884439
3.0,422.0,88,0.8657967479489039
3.0,130.0,89,0.9250237533871214
3.0,328.0,90,0.9500479389816279
3.0,174.0,91,0.8858751155871215
3.0,261.0,92,0.9307276132252683
3.0,467.0,93,0.9169731442997365
3.0,156.0,94,0.9109053786404034
3.0,45.0,95,0.8929178243632957
3.0,161.0,96,0.9024213599811219
3.0,449.0,97,0.8830765466542243
3.0,452.0,98,0.9333581185633437
3.0,283.0,99,0.927007913373167
3.0,482.0,100,0.9324537430263451
3.0,378.0,101,0.9389421779263266
3.0,102.0,102,0.916262741409961
3.0,286.0,103,0.9065036343700863
3.0,105.0,104,0.9373843829931118
3.0,346.0,105,0.935293463351826
3.0,491.0,106,0.905420963772663
3.0,421.0,107,0.8943092056434667
3.0,387.0,108,0.908161276484365
3.0,493.0,109,0.9319710534839444
3.0,414.0,110,0.9082616728997122
3.0,353.0,111,0.9140808229087127
3.0,49.0,112,0.860818806687663
3.0,500.0,113,0.8716760531477182
3.0,184.0,114,0.9150776638718909
3.0,117.0,115,0.8774254011196645
3.0,503.0,116,0.8779935534903438
3.0,152.0,117,0.8868535140106231
3.0,120.0,118,0.8982253589731313
3.0,305.0,119,0.9388854742005488
3.0,512.0,120,0.9379773014305478
4.0,495.0,121,0.8749174056460727
